age,annual_income,monthly_savings,emergency_fund,risk_appetite,investment_goal,existing_investment_pct,debt_allocation,equity_allocation,mutual_fund_allocation
32,1473832,21633,81311,Medium,Short-Term,0.156,4.77,33.9,61.34
35,477042,9178,44869,Medium,Wealth Creation,0.13,17.22,64.05,18.72
28,302302,4135,36940,High,Wealth Creation,0.015,12.41,68.13,19.47
36,395128,7974,38889,High,Emergency Fund,0.024,10.65,69.92,19.43
34,401903,8584,17169,Low,Wealth Creation,0.182,19.39,56.47,24.14
24,786606,8374,30752,Medium,Short-Term,0.173,4.51,34.46,61.04
36,367283,8057,42197,High,Short-Term,0.186,22.68,44.71,32.6
38,771682,12154,30176,High,Education,0.104,19.22,59.19,21.59
33,1136555,11940,23880,Low,Retirement,0.166,20.93,52.98,26.09
41,1259019,24459,48919,Low,Short-Term,0.191,46.98,23.91,29.1
22,401909,9465,18931,Medium,Short-Term,0.032,4.56,35.36,60.08
35,945979,14293,35496,Medium,Tax Saving,0.12,5.01,57.48,37.51
22,550201,5733,19738,High,Short-Term,0.039,24.96,44.94,30.1
23,460818,5442,10885,Medium,Wealth Creation,0.115,12.9,66.29,20.81
26,549688,6795,21299,High,Short-Term,0.055,24.49,42.6,32.9
24,2147425,30264,60529,High,Wealth Creation,0.089,12.67,66.22,21.11
27,1040733,28389,196476,High,Short-Term,0.08,22.17,45.32,32.51
30,3000000,63943,127887,Low,Tax Saving,0.192,19.02,43.75,37.23
38,680889,12966,30660,Medium,Short-Term,0.154,8.14,32.01,59.85
29,651683,9686,73049,Low,Wealth Creation,0.152,14.9,59.44,25.66
19,300000,5588,11177,High,Retirement,0.135,14.64,67.87,17.49
41,601714,14199,57255,Low,Tax Saving,0.064,24.37,38.65,36.98
25,1823691,43274,196900,Low,Emergency Fund,0.092,20.98,47.75,31.27
31,539730,9612,39265,Low,Tax Saving,0.117,20.56,40.67,38.78
35,2654855,40082,122429,Medium,Short-Term,0.158,4.9,35.2,59.9
33,374621,7123,22797,High,Retirement,0.09,13.95,66.54,19.52
40,514921,9396,90151,Low,Wealth Creation,0.081,22.29,51.41,26.3
35,689209,9564,19129,High,Property Purchase,0.05,13.46,66.79,19.75
25,556056,9970,19941,Medium,Wealth Creation,0.127,15.11,67.02,17.87
49,2063072,40790,265564,High,Retirement,0.087,18.19,60.56,21.25
33,1033865,22708,111482,High,Emergency Fund,0.139,14.49,63.56,21.95
30,561269,8889,33316,Low,Retirement,0.024,23.83,51.67,24.5
39,870309,11352,36309,High,Short-Term,0.087,23.4,44.08,32.52
33,660526,10724,21449,Medium,Emergency Fund,0.246,4.65,55.86,39.49
35,479357,8674,54052,Medium,Short-Term,0.195,4.91,35.83,59.26
50,704366,8106,28718,Medium,Retirement,0.08,19.69,45.02,35.29
29,1287692,15287,30575,Low,Wealth Creation,0.179,16.32,59.63,24.05
29,300000,5544,24977,High,Short-Term,0.1,25.56,44.84,29.6
32,2040811,20779,58529,Medium,Short-Term,0.134,4.73,33.45,61.82
40,784941,17517,37747,Medium,Tax Saving,0.095,8.29,53.03,38.68
19,300000,5794,11926,Medium,Retirement,0.108,4.59,63.58,31.83
18,623482,9721,145824,High,Short-Term,0.111,26.5,42.62,30.88
27,1542148,23737,47474,High,Education,0.139,17.51,62.38,20.1
18,827542,16952,73989,High,Short-Term,0.092,24.14,44.79,31.07
28,898699,13927,35619,High,Wealth Creation,0.255,13.87,67.11,19.02
36,1632621,25168,114973,Medium,Tax Saving,0.028,4.92,58.19,36.89
24,300000,5142,77144,Medium,Tax Saving,0.274,4.51,59.16,36.34
20,339730,9284,85861,Medium,Tax Saving,0.088,4.75,58.06,37.2
32,442169,5071,18818,High,Retirement,0.089,12.84,66.12,21.04
38,1923458,30319,315921,High,Retirement,0.154,15.2,64.23,20.57
18,326529,5345,31256,Low,Tax Saving,0.2,16.42,44.31,39.27
38,1517964,31490,170432,Medium,Wealth Creation,0.275,15.19,64.11,20.7
38,1259859,28597,89930,Medium,Education,0.129,6.0,44.21,49.79
39,560800,9631,70825,Medium,Retirement,0.201,6.65,53.75,39.59
41,698724,8605,42569,Medium,Emergency Fund,0.119,5.16,54.86,39.98
49,2587215,50135,114551,Low,Emergency Fund,0.107,32.52,37.55,29.92
29,426243,6201,38093,High,Retirement,0.122,14.55,64.66,20.79
32,831968,15951,41213,Low,Wealth Creation,0.069,19.41,56.86,23.73
28,416894,5779,11558,Medium,Education,0.168,4.62,45.07,50.3
32,621557,8086,16172,Low,Wealth Creation,0.175,18.38,58.19,23.43
44,1027712,13221,63398,High,Wealth Creation,0.058,13.87,68.44,17.69
21,300708,6644,39340,Medium,Tax Saving,0.073,4.66,58.11,37.23
25,324713,3905,9673,Medium,Emergency Fund,0.127,4.83,59.3,35.88
43,1217600,21777,43555,Medium,Short-Term,0.057,12.55,31.88,55.57
40,574688,11361,28120,Medium,Education,0.135,8.63,41.85,49.52
29,416475,9157,18315,High,Property Purchase,0.106,11.55,68.53,19.92
38,524213,8122,50304,Medium,Wealth Creation,0.15,14.1,65.8,20.11
34,780874,14155,28311,Low,Wealth Creation,0.113,17.01,57.49,25.5
44,1849773,34569,137190,Low,Emergency Fund,0.133,32.04,36.91,31.05
32,1888739,23210,97498,Low,Retirement,0.159,22.51,53.49,24.0
40,617879,6644,28771,Low,Retirement,0.029,33.06,46.21,20.73
50,3000000,49187,365028,Low,Retirement,0.107,39.75,36.25,24.0
36,475912,11814,60341,High,Emergency Fund,0.036,14.76,65.39,19.85
32,1455741,20929,77425,Low,Wealth Creation,0.123,18.64,56.88,24.47
37,580120,13669,50840,Low,Retirement,0.049,31.03,44.05,24.92
29,401430,8759,17519,High,Short-Term,0.171,25.78,41.93,32.28
50,767564,9844,42682,Medium,Wealth Creation,0.103,14.39,54.83,30.78
33,761664,21051,92906,Medium,Short-Term,0.029,4.71,34.99,60.3
29,984850,24922,88839,High,Tax Saving,0.033,9.63,50.66,39.71
25,871200,10466,44614,High,Education,0.054,19.96,61.06,18.98
40,550227,12159,92754,Medium,Retirement,0.101,6.99,55.03,37.98
38,509947,10518,91904,Medium,Wealth Creation,0.151,14.51,65.94,19.55
28,375328,6067,39114,High,Wealth Creation,0.223,12.37,68.48,19.15
36,809366,15419,77027,Medium,Wealth Creation,0.102,15.3,63.84,20.86
19,395181,5079,29504,Medium,Education,0.031,4.65,45.79,49.57
33,445018,4543,50638,Medium,Emergency Fund,0.152,4.73,58.4,36.86
35,988135,23782,143881,Low,Emergency Fund,0.063,25.33,42.36,32.31
45,3000000,72783,145567,Low,Retirement,0.132,37.21,39.52,23.27
25,440159,6520,13041,Medium,Wealth Creation,0.184,14.3,67.76,17.94
21,381112,11240,32632,Medium,Education,0.194,4.71,47.13,48.17
24,798740,20798,111921,Medium,Tax Saving,0.023,4.39,57.9,37.71
21,345183,3361,8286,High,Short-Term,0.053,23.79,44.79,31.43
42,1519774,24947,49894,Medium,Emergency Fund,0.168,8.21,50.92,40.87
44,688587,19785,106880,Medium,Emergency Fund,0.129,8.05,51.98,39.97
34,2443741,31856,63712,Low,Tax Saving,0.173,17.48,41.25,41.27
41,1222756,18732,37465,Low,Wealth Creation,0.088,22.29,50.84,26.87
33,535477,5623,14634,Low,Property Purchase,0.05,23.8,47.12,29.08
31,513457,9774,19548,High,Tax Saving,0.059,8.99,52.45,38.55
29,502095,5287,10575,Medium,Tax Saving,0.221,4.59,57.72,37.68
29,1567637,15037,33308,High,Property Purchase,0.121,14.35,68.51,17.15
19,300000,2960,29144,Medium,Short-Term,0.174,4.57,32.37,63.06
34,537755,7005,14011,Medium,Wealth Creation,0.12,13.04,68.7,18.26
31,529674,8614,31048,Medium,Tax Saving,0.202,4.66,56.84,38.5
37,890649,16095,134982,High,Wealth Creation,0.18,12.02,67.97,20.01
32,653303,8220,16441,Medium,Emergency Fund,0.134,4.74,58.14,37.12
30,300000,7138,18391,Medium,Retirement,0.033,4.59,63.89,31.51
25,452958,9670,40306,High,Wealth Creation,0.11,12.7,66.23,21.07
32,720107,7855,82971,High,Retirement,0.077,16.14,65.6,18.25
37,615797,13436,39868,Low,Emergency Fund,0.145,25.28,44.21,30.51
22,787176,15495,86189,High,Wealth Creation,0.105,12.02,67.78,20.21
32,1332452,17249,34498,Low,Wealth Creation,0.147,19.99,54.13,25.88
33,760009,13953,48246,High,Short-Term,0.05,21.8,45.47,32.73
26,696343,12191,87826,High,Wealth Creation,0.128,11.69,66.6,21.71
27,300000,7370,26810,Medium,Tax Saving,0.11,4.63,58.24,37.13
33,618372,10140,20281,High,Tax Saving,0.199,11.35,50.38,38.27
22,956306,22432,44865,High,Short-Term,0.089,22.17,46.66,31.17
34,636016,11991,23983,Medium,Wealth Creation,0.12,15.1,66.64,18.27
24,366833,6836,13673,Medium,Short-Term,0.173,4.6,36.58,58.82
40,3000000,87900,175801,Low,Education,0.021,37.19,33.8,29.01
50,3000000,35431,165855,High,Short-Term,0.074,23.08,39.66,37.26
25,764985,9293,18778,Low,Tax Saving,0.129,16.31,45.06,38.63
36,1696969,30816,99168,High,Tax Saving,0.101,11.46,51.61,36.93
26,300000,3129,6259,Medium,Retirement,0.136,4.48,62.08,33.44
40,597357,8936,63654,Medium,Education,0.05,5.11,45.94,48.95
21,374844,9610,55490,Low,Short-Term,0.013,33.89,29.54,36.56
35,734411,15992,31985,Medium,Tax Saving,0.164,5.06,57.09,37.85
25,428848,10897,60473,High,Short-Term,0.042,23.19,46.12,30.69
30,300000,4559,16976,Medium,Short-Term,0.047,4.63,34.11,61.26
23,685526,9412,33560,Medium,Short-Term,0.179,4.59,34.41,61.0
38,1267164,26153,90760,Medium,Retirement,0.157,5.01,55.26,39.72
25,1523319,30631,61262,Medium,Wealth Creation,0.026,13.33,66.81,19.86
36,536144,10657,57827,Medium,Retirement,0.09,4.91,55.99,39.1
29,404127,6423,65575,Medium,Wealth Creation,0.081,13.96,67.3,18.74
31,300000,3539,7787,High,Wealth Creation,0.072,14.52,66.1,19.38
33,653654,12776,40409,High,Tax Saving,0.162,9.75,50.57,39.68
25,1026230,21130,42261,Low,Wealth Creation,0.099,16.86,59.73,23.41
33,548722,13340,100205,Medium,Tax Saving,0.083,4.84,56.19,38.98
44,3000000,62911,125822,Medium,Wealth Creation,0.133,15.31,60.28,24.41
25,509568,5918,24592,Medium,Wealth Creation,0.029,11.44,68.59,19.97
41,1075121,16428,82779,Medium,Property Purchase,0.214,7.29,51.81,40.9
43,463275,8167,19119,Low,Property Purchase,0.123,31.51,38.37,30.12
25,697124,15648,71022,Medium,Wealth Creation,0.185,11.88,68.11,20.01
20,300000,5449,10898,Low,Wealth Creation,0.17,16.12,58.77,25.11
34,1228730,15009,56086,High,Wealth Creation,0.143,14.9,64.95,20.15
27,989237,22472,85938,High,Short-Term,0.074,24.49,43.43,32.08
46,2540142,38092,274577,Low,Retirement,0.131,37.36,40.81,21.83
32,410481,9066,18132,Medium,Retirement,0.161,4.87,63.81,31.31
25,649182,14271,43719,Medium,Emergency Fund,0.038,4.59,60.05,35.36
22,730121,14374,82739,Low,Tax Saving,0.103,17.38,43.91,38.7
40,1262162,19100,38201,High,Property Purchase,0.06,13.8,67.06,19.14
27,378284,8089,25090,High,Short-Term,0.084,23.89,46.09,30.02
32,300000,3758,7516,High,Wealth Creation,0.195,12.64,66.49,20.87
39,1158973,29190,58381,Low,Short-Term,0.097,44.84,23.06,32.1
28,596038,13349,26698,High,Tax Saving,0.127,8.71,52.32,38.97
31,527288,14869,46173,Low,Wealth Creation,0.23,16.34,57.44,26.21
31,1180876,20264,180904,Medium,Tax Saving,0.233,4.81,58.55,36.64
37,863086,15169,169810,High,Wealth Creation,0.126,12.75,67.89,19.36
36,393407,7598,40747,Low,Retirement,0.208,33.18,41.51,25.31
30,300000,7936,15873,Medium,Retirement,0.179,4.69,63.42,31.9
32,387426,7250,14501,Medium,Tax Saving,0.248,4.55,56.75,38.7
29,2839757,56542,113084,High,Wealth Creation,0.132,15.75,64.41,19.84
20,701214,9900,53640,Medium,Wealth Creation,0.065,14.06,66.04,19.89
34,897557,18762,74450,Low,Emergency Fund,0.029,25.59,44.55,29.86
47,1011908,20751,67716,Medium,Tax Saving,0.081,10.73,50.09,39.18
24,494178,11118,69107,High,Wealth Creation,0.055,12.16,68.39,19.45
25,1199357,22858,134862,High,Short-Term,0.237,24.44,46.73,28.83
25,429017,10097,40566,Medium,Tax Saving,0.069,4.86,60.08,35.06
37,1265072,30504,61008,Low,Tax Saving,0.098,21.8,39.38,38.82
35,681287,7342,18245,High,Tax Saving,0.129,8.78,52.46,38.76
30,2300704,50327,100655,Low,Tax Saving,0.082,18.67,41.15,40.17
24,884185,15683,51678,Medium,Wealth Creation,0.303,15.23,64.39,20.38
32,1622531,25674,51349,Medium,Wealth Creation,0.106,13.14,66.46,20.4
19,307803,7676,15353,Low,Tax Saving,0.07,17.23,42.61,40.16
33,1469222,35305,94649,Medium,Emergency Fund,0.047,4.85,58.9,36.25
38,766240,15074,38535,High,Retirement,0.086,14.67,65.43,19.9
21,533868,10280,36809,Medium,Education,0.124,4.53,45.36,50.1
19,1182892,14322,68575,Medium,Wealth Creation,0.148,11.88,67.33,20.79
44,570149,9657,22667,Low,Short-Term,0.025,47.11,23.04,29.85
27,709051,16248,32497,High,Wealth Creation,0.114,14.06,67.83,18.11
41,1270904,16928,131733,Low,Short-Term,0.022,44.93,24.0,31.07
30,982541,19461,144814,Low,Tax Saving,0.081,18.7,41.81,39.49
30,547550,12217,24434,Low,Emergency Fund,0.11,21.96,48.9,29.13
35,2928945,64855,270715,Medium,Education,0.096,4.89,46.66,48.45
24,300000,4308,35529,Medium,Wealth Creation,0.109,11.91,66.5,21.59
33,1863342,49938,217518,Medium,Wealth Creation,0.049,13.95,67.19,18.86
28,1396643,26780,67376,Medium,Education,0.051,4.53,45.68,49.78
21,1520111,16268,38605,High,Short-Term,0.057,24.05,46.64,29.31
34,315232,5472,10945,Medium,Wealth Creation,0.027,12.99,65.34,21.67
29,414043,10497,20995,High,Tax Saving,0.096,9.2,50.68,40.13
30,1758935,29184,58368,Low,Short-Term,0.059,34.95,29.43,35.63
22,300000,3757,9076,High,Short-Term,0.113,25.67,42.19,32.14
44,407454,8627,21316,High,Retirement,0.012,15.0,65.38,19.61
39,690336,9740,137305,High,Tax Saving,0.068,11.06,51.23,37.71
39,1057944,26370,65114,Medium,Tax Saving,0.123,7.5,54.56,37.94
29,1790852,48193,110720,High,Education,0.143,18.5,61.42,20.08
18,361643,9406,21945,High,Wealth Creation,0.261,12.82,69.18,18.0
47,791833,7076,14153,High,Wealth Creation,0.118,13.91,65.52,20.57
31,889340,7809,41288,High,Short-Term,0.195,22.57,44.97,32.45
26,795592,18928,78409,Low,Wealth Creation,0.135,17.72,55.74,26.54
35,1085949,24061,61211,Medium,Retirement,0.159,4.93,56.82,38.25
41,883815,24020,48040,Low,Wealth Creation,0.238,23.44,48.85,27.71
31,300000,2768,19059,Low,Retirement,0.054,24.23,50.08,25.69
42,579916,7440,70390,Low,Tax Saving,0.149,25.82,35.39,38.79
40,2266398,42697,130961,Low,Emergency Fund,0.209,27.87,42.21,29.93
23,598239,8269,16538,Low,Wealth Creation,0.19,17.52,57.74,24.74
26,506995,11203,24916,Medium,Education,0.14,4.75,46.48,48.77
39,1841587,19403,38806,Low,Wealth Creation,0.177,22.62,50.95,26.43
18,300000,4805,25136,High,Property Purchase,0.075,13.73,66.49,19.78
30,629039,15934,99505,High,Short-Term,0.049,25.45,44.45,30.1
20,503800,6683,13412,High,Short-Term,0.125,23.81,46.69,29.5
28,502368,9328,18657,High,Wealth Creation,0.119,15.34,64.22,20.44
29,733253,14146,28293,High,Short-Term,0.163,24.09,44.4,31.51
29,606102,11620,59972,Medium,Short-Term,0.058,4.52,34.41,61.07
27,300000,5204,21154,Low,Education,0.159,26.41,38.77,34.82
23,591606,8721,30970,Medium,Wealth Creation,0.079,12.36,67.79,19.85
50,540808,7612,45391,Medium,Retirement,0.129,17.97,45.48,36.55
46,1240867,12041,71544,Low,Retirement,0.157,40.63,35.82,23.55
22,1180459,11922,76857,Medium,Wealth Creation,0.113,13.54,66.01,20.45
44,900951,12430,44373,Low,Retirement,0.072,37.16,39.16,23.68
28,331804,9119,33878,Low,Wealth Creation,0.006,16.24,57.23,26.53
33,718920,16734,68740,Low,Tax Saving,0.048,19.66,40.26,40.08
31,447588,4504,16037,High,Education,0.161,19.84,58.46,21.71
26,882955,8282,16565,High,Tax Saving,0.137,8.81,52.73,38.46
39,866327,11179,93429,Medium,Retirement,0.117,7.79,55.77,36.44
33,2162347,32391,64782,Low,Tax Saving,0.092,18.95,43.07,37.99
28,1315477,21812,61877,Low,Tax Saving,0.037,16.54,42.46,41.0
21,446161,9845,20980,Medium,Retirement,0.093,4.71,63.97,31.31
24,877648,16452,32905,Low,Short-Term,0.109,35.84,28.78,35.38
18,333088,5570,47775,High,Short-Term,0.104,22.71,45.45,31.85
32,767932,14580,170712,Medium,Retirement,0.175,4.8,61.76,33.44
22,411108,7527,22865,Low,Wealth Creation,0.13,15.16,60.15,24.69
29,1103782,22222,64501,High,Wealth Creation,0.152,13.5,68.88,17.62
42,2419423,25317,50634,Medium,Emergency Fund,0.195,6.91,51.67,41.42
41,1598390,27320,54641,High,Retirement,0.069,15.0,61.17,23.83
31,1292832,14337,39008,Medium,Retirement,0.119,4.49,62.2,33.31
31,1274611,31583,177985,Medium,Short-Term,0.135,4.6,34.24,61.16
47,1567375,20355,70486,Medium,Wealth Creation,0.212,15.06,55.33,29.61
36,431184,7064,39968,Low,Wealth Creation,0.059,21.39,53.09,25.52
29,1899188,42837,326398,High,Education,0.177,19.27,59.34,21.39
20,1372303,21359,176338,Medium,Tax Saving,0.218,4.69,57.7,37.61
35,720265,7964,26464,Medium,Retirement,0.123,4.85,57.41,37.74
38,733223,7977,72742,Medium,Retirement,0.146,5.02,55.25,39.73
26,900606,11727,23454,Medium,Retirement,0.057,4.61,65.07,30.33
34,1124785,24569,116175,High,Short-Term,0.046,21.58,46.69,31.73
29,599997,15895,36507,High,Retirement,0.127,11.69,66.14,22.18
30,336883,4679,40033,Low,Retirement,0.232,19.58,53.06,27.36
18,480527,8344,81965,Medium,Education,0.156,4.48,46.99,48.53
30,982374,25215,51378,Low,Retirement,0.192,19.69,54.45,25.87
39,1458968,23366,126480,Low,Tax Saving,0.07,22.25,37.45,40.3
26,769142,20377,66253,Medium,Wealth Creation,0.041,12.14,67.02,20.83
32,646332,8991,21199,High,Wealth Creation,0.173,11.51,67.56,20.94
25,1087183,13251,77667,High,Property Purchase,0.228,15.71,64.92,19.37
34,855218,16322,54649,Medium,Wealth Creation,0.047,12.97,67.13,19.9
30,534667,5776,36231,High,Short-Term,0.273,24.1,45.47,30.43
24,504405,7723,16804,High,Wealth Creation,0.181,12.36,66.08,21.56
42,356576,6781,19144,Low,Wealth Creation,0.141,22.74,50.74,26.52
39,838858,18119,36239,Low,Property Purchase,0.123,27.77,43.04,29.2
27,950723,11858,68956,Medium,Retirement,0.143,4.64,65.35,30.01
35,1041675,13986,27972,Medium,Education,0.179,4.69,45.6,49.71
36,2135378,39132,80491,High,Tax Saving,0.076,10.77,50.51,38.72
37,750234,10379,23680,Medium,Short-Term,0.06,7.15,34.08,58.77
18,550784,12225,45088,Low,Education,0.086,28.2,39.9,31.9
40,1530723,18719,103919,Medium,Emergency Fund,0.156,6.82,53.77,39.42
27,2594132,61895,123790,Low,Retirement,0.066,18.96,56.77,24.26
29,739997,12382,24764,Low,Short-Term,0.092,34.75,28.72,36.53
50,641343,14966,29932,Low,Retirement,0.08,42.1,35.42,22.48
34,1347833,33801,280316,High,Wealth Creation,0.151,14.39,68.48,17.13
28,2060674,54010,177319,Medium,Property Purchase,0.012,4.73,57.16,38.11
18,329618,9192,18384,High,Wealth Creation,0.211,12.86,67.54,19.6
43,1702705,39035,203201,Medium,Retirement,0.068,11.76,48.97,39.27
21,1005275,13642,75533,High,Wealth Creation,0.229,13.95,66.4,19.65
23,1011213,12640,25281,High,Tax Saving,0.18,7.9,52.03,40.07
29,737228,14574,29149,Low,Wealth Creation,0.24,16.82,59.24,23.94
43,679536,13231,62087,Medium,Emergency Fund,0.051,8.85,53.0,38.15
38,861588,18513,167135,Low,Emergency Fund,0.159,25.53,43.43,31.04
30,945990,21073,42173,High,Wealth Creation,0.167,14.31,64.82,20.87
34,1399699,27516,63566,High,Emergency Fund,0.229,15.29,63.86,20.85
27,769671,14490,68846,High,Property Purchase,0.134,13.21,67.85,18.93
33,619363,11266,22533,High,Short-Term,0.222,23.89,46.53,29.58
32,1067066,17188,78867,Medium,Retirement,0.186,4.57,63.84,31.59
39,1581163,33509,92815,High,Short-Term,0.134,24.28,44.26,31.46
39,1184758,16519,33038,Medium,Wealth Creation,0.141,14.21,65.4,20.4
35,513939,11303,92721,Medium,Property Purchase,0.062,4.67,55.26,40.07
29,607657,5739,11479,High,Retirement,0.067,13.93,68.51,17.56
37,1586472,22279,144283,Medium,Short-Term,0.025,6.28,30.56,63.16
31,319076,8309,24523,Low,Retirement,0.104,23.53,52.88,23.58
23,300000,6644,25586,High,Wealth Creation,0.128,12.5,67.27,20.23
28,1654320,19544,39088,Low,Wealth Creation,0.07,16.43,57.66,25.91
32,1042328,19391,77687,Medium,Short-Term,0.089,4.63,35.03,60.34
39,1341330,28131,293068,Medium,Short-Term,0.139,7.69,33.02,59.28
30,373831,8442,16884,High,Property Purchase,0.176,15.14,64.96,19.91
22,791012,20424,50468,High,Wealth Creation,0.097,14.64,66.74,18.62
32,898062,16946,65252,Medium,Retirement,0.171,4.55,63.68,31.77
32,300000,3799,12397,Medium,Property Purchase,0.157,4.62,57.4,37.99
33,1850129,23769,162845,High,Wealth Creation,0.121,15.56,64.62,19.82
39,1027268,11976,46668,Medium,Education,0.054,7.05,44.75,48.2
40,752038,13235,29913,Medium,Wealth Creation,0.044,12.82,65.42,21.76
27,503086,5563,29693,Low,Tax Saving,0.116,17.32,43.41,39.27
27,300000,3911,7823,High,Wealth Creation,0.133,13.19,63.81,23.0
23,773708,15916,48273,Medium,Emergency Fund,0.124,4.45,58.17,37.39
37,1041137,17779,35558,Medium,Tax Saving,0.072,4.83,54.64,40.53
43,925469,10693,28538,Low,Emergency Fund,0.207,29.93,42.38,27.69
29,1479414,17894,58331,High,Short-Term,0.045,24.05,46.71,29.24
30,305885,5216,55402,Medium,Property Purchase,0.146,4.76,57.84,37.4
43,729336,8805,21489,Low,Education,0.06,40.37,31.88,27.76
36,511086,10535,41363,High,Emergency Fund,0.13,13.4,68.12,18.48
35,708281,17537,35075,High,Wealth Creation,0.041,12.44,64.44,23.12
22,532961,10558,21116,Low,Retirement,0.102,20.95,53.88,25.17
37,1146464,34499,114528,Medium,Short-Term,0.13,6.04,33.64,60.32
24,458140,9242,18485,Medium,Wealth Creation,0.092,15.28,64.49,20.23
22,309062,7814,15629,Medium,Property Purchase,0.034,4.74,58.19,37.07
29,1871781,30319,60639,Medium,Wealth Creation,0.202,14.78,64.59,20.63
27,2689751,74602,149204,High,Education,0.075,18.73,59.15,22.12
30,769033,7738,15476,Low,Wealth Creation,0.148,16.86,58.46,24.68
20,300000,3766,7572,Medium,Wealth Creation,0.028,13.53,66.97,19.5
39,2282499,28931,159654,Medium,Education,0.088,7.18,42.07,50.76
41,409498,6035,38037,High,Retirement,0.072,13.85,64.6,21.55
18,327209,3195,16896,High,Wealth Creation,0.193,12.61,65.97,21.42
39,622812,11656,83455,Medium,Retirement,0.016,6.83,54.33,38.84
25,300000,6212,12424,Low,Wealth Creation,0.062,15.74,58.47,25.79
38,778893,11595,30073,Low,Tax Saving,0.035,22.47,38.86,38.67
31,438407,5430,40002,Medium,Emergency Fund,0.171,4.73,57.98,37.29
32,761515,11257,42724,Low,Emergency Fund,0.123,22.89,47.22,29.89
30,724701,20613,41227,Medium,Property Purchase,0.118,4.72,57.8,37.48
41,683586,12609,25218,High,Emergency Fund,0.139,13.65,67.15,19.19
22,402001,12885,25770,Low,Wealth Creation,0.266,13.71,59.3,26.99
